Subject	SessionDate	SessionTime	Block	choose	outcome	partnerlabel	slideInvestment.RT	targettext
7	07-09-2018	12:47:28	45	分享	CC	电脑	1413.0	5.0
7	07-09-2018	12:47:28	46	独占	DC	电脑	680.0	2.0
7	07-09-2018	12:47:28	47	分享	CD	电脑	1132.0	3.0
7	09-13-2020	16:31:05	1					
7	09-13-2020	16:31:05	2	分享	CD	人	3194.0	2.0
7	09-13-2020	16:31:05	3	独占	DC	人	5638.0	4.0
7	09-13-2020	16:31:05	4	分享	CD	人	4174.0	2.0
7	09-13-2020	16:31:05	5	分享	CC	人	4688.0	5.0
7	09-13-2020	16:31:05	6	独占	DC	人	1933.0	4.0
7	09-13-2020	16:31:05	7	分享	CD	人	5714.0	2.0
7	09-13-2020	16:31:05	8	分享	CC	人	2835.0	5.0
7	09-13-2020	16:31:05	9	独占	DD	人	2187.0	1.0
7	09-13-2020	16:31:05	10	独占	DC	人	2348.0	4.0
7	09-13-2020	16:31:05	11	分享	CC	人	3733.0	3.0
7	09-13-2020	16:31:05	12					
7	09-13-2020	16:31:05	13					
7	09-13-2020	16:31:05	14	分享	CD	电脑	4062.0	3.0
7	09-13-2020	16:31:05	15	分享	CC	电脑	3797.0	5.0
7	09-13-2020	16:31:05	16	独占	DD	电脑	1650.0	3.0
7	09-13-2020	16:31:05	17	分享	CC	电脑	1810.0	5.0
7	09-13-2020	16:31:05	18	独占	DC	电脑	1768.0	4.0
7	09-13-2020	16:31:05	19	分享	CC	电脑	1378.0	5.0
7	09-13-2020	16:31:05	20	分享	CD	电脑	1422.0	2.0
7	09-13-2020	16:31:05	21	分享	CD	电脑	1326.0	2.0
7	09-13-2020	16:31:05	22	独占	DD	电脑	1235.0	2.0
7	09-13-2020	16:31:05	23	分享	CC	电脑	2391.0	5.0
7	09-13-2020	16:31:05	24					
7	09-13-2020	16:31:05	25					
7	09-13-2020	16:31:05	26	独占	DC	人	1498.0	4.0
7	09-13-2020	16:31:05	27	分享	CC	人	2579.0	5.0
7	09-13-2020	16:31:05	28	分享	CC	人	2338.0	5.0
7	09-13-2020	16:31:05	29	分享	CD	人	2111.0	3.0
7	09-13-2020	16:31:05	30	分享	CD	人	1499.0	3.0
7	09-13-2020	16:31:05	31	分享	CD	人	512.0	2.0
7	09-13-2020	16:31:05	32	分享	CD	人	538.0	2.0
7	09-13-2020	16:31:05	33	分享	CD	人	2968.0	2.0
7	09-13-2020	16:31:05	34	独占	DC	人	857.0	4.0
7	09-13-2020	16:31:05	35	分享	CD	人	1598.0	2.0
7	09-13-2020	16:31:05	36					
7	09-13-2020	16:31:05	37					
7	09-13-2020	16:31:05	38	分享	CC	电脑	662.0	5.0
7	09-13-2020	16:31:05	39	分享	CC	电脑	482.0	5.0
7	09-13-2020	16:31:05	40	分享	CC	电脑	417.0	5.0
7	09-13-2020	16:31:05	41	分享	CD	电脑	264.0	3.0
7	09-13-2020	16:31:05	42	分享	CD	电脑	687.0	3.0
7	09-13-2020	16:31:05	43	分享	CD	电脑	474.0	3.0
7	09-13-2020	16:31:05	44	分享	CC	电脑	751.0	5.0
7	09-13-2020	16:31:05	45	独占	DC	电脑	1803.0	4.0
7	09-13-2020	16:31:05	46	分享	CD	电脑	558.0	2.0
7	09-13-2020	16:31:05	47	分享	CD	电脑	878.0	3.0
